user_id,session_date,session_length_minutes
user_1328,2025-06-27,2
user_1328,2025-06-16,65
user_1328,2025-06-18,6
user_1328,2025-06-19,6
user_1328,2025-06-14,4
user_1328,2025-06-24,5
user_1328,2025-06-24,2
user_1328,2025-06-14,39
user_1328,2025-06-28,21
user_1328,2025-06-14,5
user_1328,2025-06-30,3
user_1328,2025-06-30,17
user_1328,2025-06-27,20
user_1328,2025-06-19,6
user_1328,2025-06-25,32
user_1328,2025-06-14,9
user_1328,2025-06-18,16
user_1329,2025-06-29,4
user_1329,2025-06-14,39
user_1329,2025-06-20,1
user_1329,2025-06-19,7
user_1329,2025-06-20,34
user_1329,2025-06-14,8
user_1329,2025-06-16,36
user_1329,2025-06-28,10
user_1329,2025-06-23,10
user_1329,2025-06-21,94
user_1329,2025-06-20,89
user_1329,2025-06-26,2
user_1329,2025-06-28,3
user_1329,2025-06-20,18
user_1330,2025-05-25,54
user_1330,2025-05-05,43
user_1330,2025-05-07,1
user_1330,2025-06-05,9
user_1330,2025-05-14,16
user_1330,2025-05-07,22
user_1330,2025-05-05,4
user_1330,2025-06-02,61
user_1330,2025-05-11,3
user_1330,2025-05-10,41
user_1330,2025-05-05,2
user_1330,2025-05-27,10
user_1330,2025-05-05,2
user_1330,2025-05-26,13
user_1330,2025-05-06,44
user_1330,2025-05-23,1
user_1330,2025-05-13,5
user_1330,2025-05-12,6
user_1330,2025-05-08,18
user_1330,2025-05-12,10
user_1330,2025-05-06,69
user_1331,2025-05-06,23
user_1331,2025-05-06,5
user_1331,2025-05-16,6
user_1331,2025-05-13,2
user_1331,2025-05-08,26
user_1331,2025-05-06,2
user_1331,2025-05-08,1
user_1331,2025-05-07,6
user_1331,2025-05-06,40
user_1331,2025-05-06,39
user_1331,2025-05-23,2
user_1332,2025-06-04,15
user_1332,2025-05-27,36
user_1332,2025-05-29,85
user_1332,2025-05-30,6
user_1332,2025-06-17,16
user_1332,2025-06-07,10
user_1332,2025-06-16,49
user_1332,2025-05-31,5
user_1332,2025-06-05,61
user_1332,2025-06-04,61
user_1332,2025-05-30,49
user_1332,2025-05-27,8
user_1332,2025-06-01,21
user_1332,2025-05-29,51
user_1332,2025-06-18,32
user_1332,2025-05-27,1
user_1333,2025-06-24,20
user_1333,2025-06-30,25
user_1333,2025-06-28,23
user_1333,2025-06-24,4
user_1333,2025-06-26,84
user_1333,2025-06-23,13
user_1333,2025-06-26,110
user_1333,2025-06-25,6
user_1333,2025-06-23,20
user_1334,2025-05-19,57
user_1334,2025-05-26,5
user_1334,2025-05-07,13
user_1334,2025-05-05,61
user_1334,2025-05-05,28
user_1334,2025-05-08,17
user_1334,2025-05-04,4
user_1334,2025-05-09,22
user_1334,2025-05-19,1
user_1334,2025-05-05,26
user_1334,2025-05-20,5
user_1334,2025-05-06,1
user_1334,2025-05-05,1
user_1334,2025-05-12,46
user_1334,2025-05-05,27
user_1334,2025-05-12,56
user_1334,2025-05-20,38
user_1335,2025-05-23,4
user_1335,2025-06-12,26
user_1335,2025-05-19,40
user_1335,2025-05-23,7
user_1335,2025-05-28,16
user_1335,2025-05-26,5
user_1335,2025-06-20,59
user_1335,2025-05-19,8
user_1335,2025-05-19,37
user_1335,2025-06-09,14
user_1335,2025-06-06,24
user_1335,2025-05-25,9
user_1335,2025-05-22,6
user_1335,2025-05-27,3
user_1335,2025-05-20,1
user_1335,2025-05-28,103
user_1335,2025-06-10,24
user_1336,2025-05-23,9
user_1336,2025-05-20,20
user_1336,2025-05-21,28
user_1336,2025-05-22,5
user_1336,2025-06-20,2
user_1336,2025-05-26,1
user_1336,2025-05-20,20
user_1336,2025-05-29,4
user_1336,2025-06-09,24
user_1336,2025-05-23,5
user_1336,2025-06-03,26
user_1336,2025-05-21,8
user_1336,2025-05-22,6
user_1336,2025-05-23,74
user_1336,2025-06-02,30
user_1336,2025-05-23,1
user_1336,2025-05-20,16
user_1336,2025-05-23,4
user_1336,2025-05-20,41
user_1337,2025-06-16,28
user_1337,2025-06-05,4
user_1337,2025-06-18,7
user_1337,2025-06-20,1
user_1337,2025-06-08,3
user_1337,2025-06-13,117
user_1337,2025-06-07,2
user_1337,2025-06-05,44
user_1337,2025-06-16,5
user_1337,2025-06-11,3
user_1337,2025-06-10,12
user_1337,2025-06-19,8
user_1337,2025-06-22,33
user_1337,2025-06-13,5
user_1338,2025-05-22,81
user_1338,2025-06-05,59
user_1338,2025-05-22,11
user_1338,2025-05-21,2
user_1338,2025-05-23,60
user_1338,2025-05-31,7
user_1338,2025-06-19,26
user_1338,2025-06-12,52
user_1338,2025-06-02,5
user_1338,2025-05-23,22
user_1338,2025-06-07,3
user_1338,2025-05-29,9
user_1338,2025-05-22,1
user_1338,2025-06-09,2
user_1339,2025-06-27,35
user_1339,2025-06-25,8
user_1339,2025-06-19,16
user_1339,2025-06-26,6
user_1339,2025-06-27,11
user_1339,2025-06-26,54
user_1339,2025-06-25,43
user_1339,2025-06-25,16
user_1339,2025-06-22,10
user_1339,2025-06-20,2
user_1339,2025-06-26,6
user_1339,2025-06-23,14
user_1339,2025-06-26,34
user_1339,2025-06-23,22
user_1339,2025-06-20,8
user_1340,2025-05-27,17
user_1340,2025-06-22,11
user_1340,2025-05-30,34
user_1340,2025-06-04,87
user_1340,2025-05-18,4
user_1340,2025-05-18,38
user_1340,2025-05-30,8
user_1340,2025-05-12,14
user_1340,2025-05-18,1
user_1340,2025-05-27,6
user_1340,2025-05-22,2
user_1340,2025-05-31,26
user_1340,2025-05-16,19
user_1340,2025-05-14,84
user_1340,2025-05-27,31
user_1340,2025-05-13,1
user_1341,2025-07-01,10
user_1341,2025-06-20,1
user_1341,2025-06-17,8
user_1341,2025-06-20,7
user_1341,2025-06-28,62
user_1341,2025-06-30,23
user_1341,2025-06-27,4
user_1341,2025-06-26,14
user_1341,2025-06-23,1
user_1341,2025-06-19,49
user_1342,2025-05-07,160
user_1342,2025-05-21,54
user_1342,2025-05-10,39
user_1342,2025-05-04,1
user_1342,2025-05-26,4
user_1342,2025-05-14,21
user_1342,2025-05-02,4
user_1343,2025-05-26,10
user_1343,2025-06-05,3
user_1343,2025-05-27,9
user_1343,2025-05-29,20
user_1343,2025-06-29,1
user_1343,2025-06-18,11
user_1343,2025-06-05,38
user_1343,2025-06-03,2
user_1343,2025-05-27,31
user_1343,2025-05-28,16
user_1343,2025-05-31,7
user_1343,2025-06-10,26
user_1343,2025-06-05,9
user_1344,2025-05-30,17
user_1344,2025-06-18,1
user_1344,2025-05-25,35
user_1344,2025-05-18,14
user_1344,2025-05-29,28
user_1344,2025-05-18,7
user_1344,2025-05-24,54
user_1344,2025-05-19,8
user_1344,2025-06-05,22
user_1344,2025-05-18,1
user_1345,2025-06-07,18
user_1345,2025-06-10,8
user_1345,2025-06-13,25
user_1345,2025-06-10,1
user_1345,2025-06-12,1
user_1345,2025-06-18,64
user_1345,2025-06-17,6
user_1345,2025-06-09,5
user_1345,2025-06-09,7
user_1345,2025-06-08,45
user_1345,2025-06-28,19
user_1345,2025-06-07,32
user_1345,2025-06-07,2
user_1345,2025-06-10,11
user_1345,2025-06-11,3
user_1345,2025-06-08,39
user_1345,2025-06-11,4
user_1345,2025-06-13,1
user_1346,2025-06-15,19
user_1346,2025-06-22,5
user_1346,2025-06-12,65
user_1346,2025-06-18,74
user_1346,2025-06-15,6
user_1346,2025-06-20,23
user_1346,2025-06-14,23
user_1346,2025-06-15,14
user_1346,2025-06-11,1
user_1346,2025-06-26,40
user_1346,2025-06-15,6
user_1346,2025-06-06,1
user_1346,2025-06-06,8
user_1346,2025-06-08,6
user_1346,2025-06-18,63
user_1348,2025-05-21,22
user_1348,2025-05-12,6
user_1348,2025-05-13,17
user_1348,2025-05-11,14
user_1348,2025-05-11,8
user_1348,2025-05-22,10
user_1348,2025-05-14,19
user_1348,2025-05-24,5
user_1348,2025-05-14,20
user_1348,2025-06-13,4
user_1348,2025-05-21,47
user_1348,2025-05-17,7
user_1349,2025-06-09,5
user_1349,2025-06-07,3
user_1349,2025-06-18,62
user_1349,2025-06-09,1
user_1349,2025-06-17,15
user_1349,2025-06-17,20
user_1349,2025-06-28,3
user_1349,2025-06-06,8
user_1349,2025-06-11,51
user_1349,2025-06-28,41
user_1349,2025-06-07,26
user_1349,2025-06-09,53
user_1349,2025-06-07,3
user_1349,2025-06-23,25
user_1349,2025-06-22,3
user_1349,2025-06-26,22
user_1349,2025-06-15,17
user_1350,2025-05-14,15
user_1350,2025-05-26,3
user_1350,2025-05-15,23
user_1350,2025-05-16,3
user_1350,2025-06-04,3
user_1350,2025-05-17,11
user_1350,2025-05-19,8
user_1350,2025-06-06,21
user_1350,2025-05-17,8
user_1350,2025-05-19,1
user_1350,2025-06-08,5
user_1350,2025-05-24,30
user_1350,2025-05-30,3
user_1350,2025-05-20,1
user_1350,2025-05-29,13
user_1350,2025-05-14,25
user_1350,2025-05-17,2
user_1350,2025-05-19,5
user_1351,2025-06-20,59
user_1351,2025-06-17,8
user_1351,2025-06-13,55
user_1351,2025-06-28,4
user_1351,2025-06-16,49
user_1351,2025-06-19,16
user_1351,2025-06-22,28
user_1351,2025-06-28,54
user_1351,2025-06-29,1
user_1351,2025-06-13,43
user_1351,2025-06-12,31
user_1351,2025-06-30,10
user_1351,2025-06-16,4
user_1351,2025-06-12,27
user_1351,2025-06-12,57
user_1351,2025-06-15,31
user_1351,2025-06-12,15
user_1351,2025-06-16,1
user_1351,2025-06-22,57
user_1351,2025-06-12,6
user_1351,2025-06-24,40
user_1351,2025-06-14,1
user_1351,2025-06-12,4
user_1352,2025-05-08,13
user_1352,2025-05-04,12
user_1352,2025-05-03,5
user_1352,2025-05-07,2
user_1352,2025-05-19,4
user_1352,2025-05-17,12
user_1352,2025-05-09,20
user_1352,2025-05-03,1
user_1353,2025-06-07,22
user_1353,2025-06-02,63
user_1353,2025-06-03,5
user_1353,2025-06-25,1
user_1353,2025-06-02,2
user_1353,2025-06-04,11
user_1353,2025-06-09,2
user_1353,2025-06-02,1
user_1353,2025-06-04,50
user_1353,2025-06-06,28
user_1353,2025-06-04,1
user_1353,2025-06-10,34
user_1354,2025-05-09,2
user_1354,2025-05-17,6
user_1354,2025-05-24,18
user_1354,2025-05-25,16
user_1354,2025-05-20,6
user_1354,2025-05-12,1
user_1354,2025-05-15,15
user_1354,2025-05-20,26
user_1354,2025-05-15,1
user_1354,2025-05-29,1
user_1354,2025-05-22,13
user_1354,2025-05-23,12
user_1354,2025-05-16,9
user_1354,2025-05-19,5
user_1354,2025-05-18,4
user_1354,2025-05-18,6
user_1354,2025-05-09,33
user_1354,2025-05-22,23
user_1354,2025-05-31,3
user_1354,2025-05-09,6
user_1354,2025-05-09,7
user_1355,2025-06-22,16
user_1355,2025-06-21,9
user_1355,2025-06-19,60
user_1355,2025-06-22,37
user_1355,2025-06-26,5
user_1355,2025-06-21,23
user_1355,2025-06-21,2
user_1355,2025-06-23,10
user_1355,2025-06-25,1
user_1355,2025-06-23,22
user_1355,2025-06-30,1
user_1355,2025-06-19,1
user_1356,2025-06-25,11
user_1356,2025-06-27,38
user_1356,2025-06-25,38
user_1356,2025-06-25,43
user_1356,2025-06-29,23
user_1356,2025-06-28,8
user_1357,2025-05-13,97
user_1357,2025-05-23,6
user_1357,2025-05-20,11
user_1357,2025-05-29,7
user_1357,2025-05-12,1
user_1357,2025-06-20,8
user_1357,2025-05-12,13
user_1357,2025-05-13,5
user_1357,2025-05-19,1
user_1357,2025-05-17,9
user_1357,2025-05-17,7
user_1357,2025-05-18,1
user_1357,2025-05-14,5
user_1357,2025-05-15,10
user_1357,2025-05-19,19
user_1358,2025-05-13,67
user_1358,2025-05-07,1
user_1358,2025-05-08,10
user_1358,2025-05-08,36
user_1358,2025-05-11,5
user_1358,2025-06-03,2
user_1358,2025-05-06,5
user_1358,2025-05-05,27
user_1358,2025-05-08,26
user_1358,2025-05-19,5
user_1358,2025-05-12,14
user_1358,2025-05-25,1
user_1358,2025-05-08,42
user_1358,2025-05-07,2
user_1359,2025-05-29,34
user_1359,2025-05-30,14
user_1359,2025-05-26,31
user_1359,2025-06-05,5
user_1359,2025-05-26,31
user_1359,2025-05-27,10
user_1359,2025-05-27,3
user_1359,2025-05-27,32
user_1359,2025-05-29,12
user_1359,2025-05-24,3
user_1359,2025-05-23,1
user_1359,2025-05-29,10
user_1359,2025-05-26,92
user_1359,2025-05-28,31
user_1359,2025-05-25,5
user_1359,2025-05-31,1
user_1360,2025-05-21,7
user_1360,2025-05-12,34
user_1360,2025-05-11,22
user_1360,2025-06-05,5
user_1360,2025-05-10,78
user_1360,2025-05-13,6
user_1360,2025-05-16,5
user_1360,2025-06-28,1
user_1360,2025-05-16,15
user_1360,2025-05-16,14
user_1360,2025-06-22,41
user_1361,2025-06-13,10
user_1361,2025-06-14,24
user_1361,2025-06-15,27
user_1361,2025-06-16,52
user_1361,2025-06-18,36
user_1361,2025-06-22,75
user_1361,2025-06-26,26
user_1361,2025-06-16,14
user_1361,2025-06-16,1
user_1361,2025-06-25,5
user_1361,2025-06-18,6
user_1361,2025-06-15,1
user_1361,2025-06-17,1
user_1362,2025-05-30,67
user_1362,2025-05-05,6
user_1362,2025-05-03,47
user_1362,2025-05-10,18
user_1362,2025-05-24,48
user_1362,2025-05-19,29
user_1362,2025-05-22,41
user_1362,2025-05-06,72
user_1362,2025-05-14,9
user_1362,2025-05-07,23
user_1362,2025-05-06,35
user_1362,2025-05-03,47
user_1362,2025-05-05,3
user_1362,2025-05-21,5
user_1362,2025-05-20,7
user_1363,2025-05-13,55
user_1363,2025-05-14,57
user_1363,2025-05-30,1
user_1363,2025-05-18,1
user_1363,2025-05-17,8
user_1363,2025-05-22,74
user_1363,2025-05-14,7
user_1363,2025-05-21,3
user_1363,2025-05-25,10
user_1363,2025-06-11,19
user_1363,2025-05-17,25
user_1363,2025-05-31,32
user_1363,2025-05-16,10
user_1363,2025-05-19,9
user_1363,2025-05-16,27
user_1363,2025-05-13,6
user_1363,2025-05-14,2
user_1363,2025-05-16,28
user_1363,2025-06-16,14
user_1363,2025-05-17,35
user_1363,2025-05-13,1
user_1363,2025-05-17,11
user_1364,2025-06-11,11
user_1364,2025-06-13,4
user_1364,2025-06-13,14
user_1364,2025-06-18,11
user_1364,2025-06-23,17
user_1364,2025-06-19,39
user_1364,2025-06-29,4
user_1364,2025-06-18,25
user_1364,2025-06-10,37
user_1364,2025-06-10,32
user_1364,2025-06-10,27
user_1364,2025-06-10,9
user_1364,2025-06-10,6
user_1365,2025-05-13,1
user_1365,2025-05-03,3
user_1365,2025-05-12,48
user_1365,2025-05-19,81
user_1365,2025-05-10,65
user_1365,2025-05-05,10
user_1365,2025-05-07,1
user_1365,2025-05-19,1
user_1365,2025-05-15,10
user_1366,2025-05-21,9
user_1366,2025-05-20,28
user_1366,2025-05-21,18
user_1366,2025-06-01,9
user_1366,2025-05-30,28
user_1366,2025-05-22,18
user_1366,2025-06-02,8
user_1366,2025-05-21,6
user_1366,2025-06-16,8
user_1366,2025-05-21,1
user_1366,2025-05-21,2
user_1366,2025-05-26,8
user_1366,2025-06-07,42
user_1366,2025-05-26,43
user_1366,2025-05-25,20
user_1366,2025-05-21,1
user_1366,2025-05-21,5
user_1367,2025-05-02,52
user_1367,2025-05-12,12
user_1367,2025-05-01,38
user_1367,2025-05-02,18
user_1367,2025-05-12,10
user_1367,2025-05-25,1
user_1367,2025-05-18,16
user_1367,2025-05-10,86
user_1367,2025-05-09,31
user_1367,2025-05-02,33
user_1367,2025-05-15,68
user_1367,2025-05-28,4
user_1367,2025-05-07,48
user_1367,2025-05-11,12
user_1367,2025-05-02,8
user_1367,2025-05-11,30
user_1367,2025-05-06,1
user_1367,2025-05-11,50
user_1368,2025-06-21,65
user_1368,2025-06-21,7
user_1368,2025-06-29,22
user_1368,2025-06-07,1
user_1368,2025-06-10,30
user_1368,2025-06-15,14
user_1368,2025-06-06,11
user_1368,2025-06-07,12
user_1368,2025-06-27,7
user_1368,2025-06-15,13
user_1368,2025-06-07,91
user_1368,2025-06-11,14
user_1369,2025-05-11,4
user_1369,2025-05-13,4
user_1369,2025-06-04,25
user_1369,2025-05-31,37
user_1369,2025-05-21,5
user_1369,2025-05-18,4
user_1369,2025-05-10,20
user_1369,2025-05-18,3
user_1369,2025-05-13,1
user_1369,2025-05-21,87
user_1369,2025-05-22,37
user_1369,2025-05-15,2
user_1369,2025-05-21,5
user_1369,2025-05-13,24
user_1369,2025-06-01,13
user_1369,2025-06-10,14
user_1369,2025-05-10,14
user_1370,2025-05-30,15
user_1370,2025-05-24,6
user_1370,2025-05-19,6
user_1370,2025-05-22,33
user_1370,2025-06-03,3
user_1370,2025-05-25,10
user_1370,2025-05-25,20
user_1370,2025-05-20,50
user_1370,2025-06-13,2
user_1370,2025-05-29,1
user_1370,2025-05-17,63
user_1370,2025-05-28,7
user_1370,2025-05-28,37
user_1370,2025-06-06,1
user_1370,2025-06-03,38
user_1370,2025-05-26,13
user_1370,2025-05-18,5
user_1370,2025-05-23,40
user_1370,2025-06-02,13
user_1370,2025-06-01,29
user_1371,2025-05-13,3
user_1371,2025-05-09,1
user_1371,2025-05-23,1
user_1371,2025-05-14,85
user_1371,2025-05-24,27
user_1371,2025-05-12,20
user_1371,2025-05-15,19
user_1371,2025-05-14,15
user_1371,2025-06-22,7
user_1371,2025-05-11,11
user_1371,2025-05-16,1
user_1371,2025-05-25,10
user_1371,2025-05-14,21
user_1371,2025-05-23,85
user_1371,2025-05-10,8
user_1371,2025-05-10,42
user_1372,2025-06-22,15
user_1372,2025-05-12,8
user_1372,2025-05-11,37
user_1372,2025-05-11,17
user_1372,2025-05-12,1
user_1372,2025-05-13,16
user_1372,2025-05-11,19
user_1372,2025-05-22,69
user_1372,2025-06-02,16
user_1372,2025-05-26,9
user_1372,2025-05-19,10
user_1372,2025-05-15,26
user_1372,2025-05-14,9
user_1372,2025-05-15,40
user_1372,2025-05-12,9
user_1373,2025-06-13,45
user_1373,2025-05-20,21
user_1373,2025-07-01,16
user_1373,2025-05-16,38
user_1373,2025-05-16,5
user_1373,2025-06-04,5
user_1373,2025-05-28,11
user_1373,2025-05-29,5
user_1373,2025-05-20,7
user_1373,2025-05-17,7
user_1373,2025-05-18,62
user_1373,2025-05-22,12
user_1373,2025-05-21,111
user_1373,2025-05-25,24
user_1373,2025-05-18,12
user_1373,2025-05-17,23
user_1373,2025-05-19,27
user_1373,2025-05-17,10
user_1373,2025-05-21,3
user_1373,2025-05-15,7
user_1373,2025-05-22,21
user_1374,2025-05-31,14
user_1374,2025-05-24,10
user_1374,2025-05-26,15
user_1374,2025-06-07,17
user_1374,2025-05-26,4
user_1374,2025-05-24,11
user_1374,2025-05-29,5
user_1374,2025-06-07,9
user_1374,2025-06-04,20
user_1374,2025-06-02,47
user_1374,2025-05-24,1
user_1374,2025-06-05,8
user_1374,2025-05-26,4
user_1375,2025-06-11,50
user_1375,2025-06-07,15
user_1375,2025-06-11,8
user_1375,2025-06-09,2
user_1375,2025-06-07,87
user_1375,2025-06-17,30
user_1375,2025-06-07,1
user_1375,2025-06-16,25
user_1375,2025-06-12,9
user_1375,2025-06-11,3
user_1375,2025-06-21,4
user_1375,2025-06-10,22
user_1375,2025-06-07,29
user_1375,2025-06-29,1
user_1375,2025-06-15,10
user_1375,2025-06-07,22
user_1376,2025-06-27,22
user_1376,2025-06-25,62
user_1376,2025-06-28,25
user_1376,2025-07-01,2
user_1376,2025-06-27,5
user_1376,2025-07-01,6
user_1376,2025-07-01,6
user_1376,2025-06-24,9
user_1376,2025-06-24,5
user_1376,2025-06-27,30
user_1377,2025-06-14,67
user_1377,2025-06-25,23
user_1377,2025-06-11,7
user_1377,2025-06-08,8
user_1377,2025-06-29,4
user_1377,2025-06-08,11
user_1377,2025-06-09,1
user_1377,2025-06-07,13
user_1377,2025-06-18,16
user_1377,2025-06-08,21
user_1377,2025-06-14,5
user_1377,2025-06-05,32
user_1377,2025-06-11,3
user_1377,2025-06-07,29
user_1377,2025-06-14,58
user_1378,2025-06-11,5
user_1378,2025-06-02,4
user_1378,2025-06-02,35
user_1378,2025-06-07,2
user_1378,2025-06-07,20
user_1378,2025-06-20,39
user_1378,2025-05-30,40
user_1378,2025-05-30,3
user_1378,2025-05-31,4
user_1378,2025-06-15,23
user_1378,2025-06-10,51
user_1378,2025-06-03,1
user_1378,2025-06-09,40
user_1378,2025-06-03,34
user_1379,2025-06-09,3
user_1379,2025-06-05,42
user_1379,2025-06-15,16
user_1379,2025-06-16,3
user_1379,2025-06-02,4
user_1379,2025-06-14,44
user_1379,2025-06-08,63
user_1379,2025-06-13,16
user_1379,2025-06-09,37
user_1379,2025-05-31,3
user_1379,2025-06-03,45
user_1379,2025-06-28,8
user_1379,2025-06-25,15
user_1379,2025-06-06,35
user_1379,2025-06-07,12
user_1379,2025-05-31,1
user_1379,2025-06-09,1
user_1379,2025-06-13,19
user_1379,2025-06-06,24
user_1380,2025-06-18,4
user_1380,2025-06-25,16
user_1380,2025-06-18,10
user_1380,2025-06-25,10
user_1380,2025-06-30,29
user_1380,2025-06-24,11
user_1380,2025-06-30,16
user_1380,2025-06-24,17
user_1380,2025-06-19,36
user_1380,2025-06-23,25
user_1381,2025-05-10,3
user_1381,2025-05-10,7
user_1381,2025-05-07,2
user_1381,2025-05-18,28
user_1381,2025-05-08,13
user_1381,2025-05-11,8
user_1381,2025-05-08,4
user_1381,2025-05-25,35
user_1381,2025-05-10,25
user_1381,2025-05-11,1
user_1381,2025-05-22,4
user_1381,2025-05-17,14
user_1381,2025-05-16,12
user_1381,2025-05-17,1
user_1382,2025-07-01,22
user_1382,2025-07-01,27
user_1383,2025-06-30,3
user_1383,2025-06-30,13
user_1383,2025-06-30,2
user_1383,2025-07-01,1
user_1383,2025-06-30,40
user_1383,2025-06-30,13
user_1384,2025-06-26,3
user_1384,2025-06-24,11
user_1384,2025-06-22,45
user_1384,2025-06-23,55
user_1384,2025-06-14,1
user_1384,2025-06-17,40
user_1384,2025-06-15,23
user_1384,2025-06-19,27
user_1384,2025-06-14,5
user_1384,2025-06-15,15
user_1384,2025-06-16,33
user_1384,2025-06-17,21
user_1384,2025-06-22,5
user_1385,2025-06-21,9
user_1385,2025-06-21,18
user_1385,2025-06-27,10
user_1385,2025-06-22,11
user_1385,2025-06-22,5
user_1385,2025-06-23,18
user_1385,2025-06-29,7
user_1385,2025-06-22,24
user_1385,2025-06-19,21
user_1385,2025-06-25,16
user_1385,2025-06-21,11
user_1385,2025-06-21,8
user_1385,2025-06-19,1
user_1385,2025-06-20,6
user_1385,2025-06-26,31
user_1386,2025-05-20,53
user_1386,2025-05-22,13
user_1386,2025-06-03,1
user_1386,2025-05-24,2
user_1386,2025-05-31,31
user_1386,2025-05-21,21
user_1386,2025-05-28,13
user_1386,2025-06-06,11
user_1386,2025-06-05,17
user_1386,2025-05-19,1
user_1386,2025-05-17,40
user_1386,2025-05-19,10
user_1386,2025-05-20,6
user_1386,2025-05-20,9
user_1386,2025-06-07,16
user_1386,2025-05-31,23
user_1386,2025-05-16,40
user_1386,2025-05-14,11
user_1387,2025-06-25,25
user_1387,2025-06-26,18
user_1387,2025-06-25,2
user_1387,2025-06-23,13
user_1387,2025-06-28,26
user_1387,2025-07-01,4
user_1388,2025-06-27,1
user_1388,2025-06-30,4
user_1388,2025-06-26,1
user_1388,2025-06-30,8
user_1388,2025-06-27,5
user_1388,2025-06-29,12
user_1388,2025-06-29,2
user_1389,2025-05-18,4
user_1389,2025-05-15,30
user_1389,2025-05-13,32
user_1389,2025-05-22,4
user_1389,2025-05-18,19
user_1389,2025-05-13,3
user_1389,2025-05-18,23
user_1389,2025-05-17,1
user_1389,2025-06-05,23
user_1389,2025-05-20,20
user_1389,2025-05-16,83
user_1389,2025-05-12,26
user_1390,2025-05-21,16
user_1390,2025-06-05,48
user_1390,2025-05-09,4
user_1390,2025-05-20,50
user_1390,2025-05-14,1
user_1390,2025-05-19,4
user_1390,2025-05-17,9
user_1390,2025-05-17,53
user_1390,2025-05-15,1
user_1390,2025-05-17,7
user_1390,2025-05-24,12
user_1390,2025-05-22,47
user_1390,2025-05-13,90
user_1390,2025-05-10,20
user_1391,2025-06-04,6
user_1391,2025-06-11,1
user_1391,2025-06-09,19
user_1391,2025-06-08,1
user_1391,2025-06-12,18
user_1391,2025-06-10,23
user_1391,2025-06-05,22
user_1391,2025-06-04,9
user_1391,2025-06-03,34
user_1391,2025-06-10,70
user_1391,2025-07-01,130
user_1391,2025-06-04,18
user_1391,2025-06-08,15
user_1391,2025-06-06,1
user_1391,2025-06-15,67
user_1391,2025-06-10,7
user_1391,2025-06-30,9
user_1392,2025-05-19,22
user_1392,2025-05-24,20
user_1392,2025-05-13,23
user_1392,2025-05-12,24
user_1392,2025-05-20,6
user_1392,2025-05-28,10
user_1392,2025-05-18,1
user_1392,2025-05-17,3
user_1392,2025-05-15,5
user_1392,2025-05-12,12
user_1392,2025-05-19,16
user_1392,2025-05-18,40
user_1392,2025-05-12,19
user_1392,2025-06-01,1
user_1392,2025-05-18,17
user_1392,2025-05-14,5
user_1392,2025-05-27,16
user_1392,2025-05-15,28
user_1392,2025-05-25,8
user_1392,2025-05-18,21
user_1392,2025-05-16,19
user_1393,2025-06-07,54
user_1393,2025-06-21,16
user_1393,2025-06-12,1
user_1393,2025-06-14,7
user_1393,2025-06-13,36
user_1393,2025-06-04,18
user_1393,2025-06-12,4
user_1393,2025-06-14,16
user_1393,2025-06-18,2
user_1393,2025-06-09,123
user_1393,2025-06-15,23
user_1393,2025-06-07,1
user_1394,2025-06-05,3
user_1394,2025-06-07,14
user_1394,2025-06-19,70
user_1394,2025-06-08,1
user_1394,2025-06-13,24
user_1394,2025-06-09,4
user_1394,2025-06-07,21
user_1394,2025-06-10,27
user_1394,2025-06-06,36
user_1394,2025-06-05,8
user_1394,2025-06-12,26
user_1394,2025-06-07,59
user_1394,2025-06-16,4
user_1394,2025-06-16,23
user_1394,2025-06-17,49
user_1394,2025-06-16,8
user_1394,2025-06-19,23
user_1394,2025-06-12,8
user_1394,2025-06-29,14
user_1394,2025-06-13,10
user_1394,2025-06-19,8
user_1394,2025-06-20,2
user_1395,2025-05-12,15
user_1395,2025-05-02,12
user_1395,2025-06-03,28
user_1395,2025-05-04,57
user_1395,2025-05-16,9
user_1395,2025-05-10,11
user_1395,2025-05-02,32
user_1395,2025-05-03,12
user_1395,2025-05-13,53
user_1395,2025-05-01,9
user_1395,2025-05-10,30
user_1395,2025-05-26,1
user_1395,2025-05-10,1
user_1395,2025-05-16,3
user_1395,2025-05-23,3
user_1395,2025-05-15,6
user_1395,2025-05-09,18
user_1396,2025-06-10,1
user_1396,2025-06-11,14
user_1396,2025-06-21,31
user_1396,2025-06-09,6
user_1396,2025-06-23,13
user_1396,2025-06-11,9
user_1396,2025-06-12,1
user_1396,2025-06-23,6
user_1396,2025-06-30,25
user_1396,2025-06-12,6
user_1397,2025-06-14,2
user_1397,2025-06-03,18
user_1397,2025-06-07,15
user_1397,2025-05-31,65
user_1397,2025-05-22,2
user_1397,2025-05-27,12
user_1397,2025-05-24,1
user_1397,2025-05-22,28
user_1397,2025-05-28,37
user_1397,2025-05-26,24
user_1397,2025-05-28,18
user_1397,2025-05-26,1
user_1397,2025-06-20,36
user_1397,2025-05-25,63
user_1397,2025-05-25,11
user_1398,2025-06-30,1
user_1398,2025-06-30,28
user_1398,2025-07-01,65
user_1398,2025-06-30,45
user_1398,2025-07-01,2
user_1399,2025-06-05,19
user_1399,2025-05-29,19
user_1399,2025-06-11,4
user_1399,2025-05-31,5
user_1399,2025-06-26,10
user_1399,2025-06-05,25
user_1399,2025-06-02,2
user_1399,2025-06-08,22
user_1399,2025-06-01,1
